compactness,surface_area,wall_area,roof_area,height,orientation,glazing_area,glazing_distribution,heat_load,cool_load
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,15.55,21.33
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,15.55,21.33
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,15.55,21.33
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,15.55,21.33
1.2841423205651998,-1.2284380124638774,0.0,-1.1978972300954775,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,20.84,28.28
1.2841423205651998,-1.2284380124638774,0.0,-1.1978972300954775,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,21.46,25.38
1.2841423205651998,-1.2284380124638774,0.0,-1.1978972300954775,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,20.71,25.16
1.2841423205651998,-1.2284380124638774,0.0,-1.1978972300954775,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,19.68,29.6
0.9059899807668584,-0.9503011039814901,-0.5615855139457251,-0.655453201372997,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,19.5,27.3
0.9059899807668584,-0.9503011039814901,-0.5615855139457251,-0.655453201372997,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,19.95,21.97
0.9059899807668584,-0.9503011039814901,-0.5615855139457251,-0.655453201372997,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,19.34,23.49
0.9059899807668584,-0.9503011039814901,-0.5615855139457251,-0.655453201372997,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,18.31,27.87
0.5278376409685172,-0.672164195499103,0.0,-0.655453201372997,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,17.05,23.77
0.5278376409685172,-0.672164195499103,0.0,-0.655453201372997,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,17.41,21.46
0.5278376409685172,-0.672164195499103,0.0,-0.655453201372997,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,16.95,21.16
0.5278376409685172,-0.672164195499103,0.0,-0.655453201372997,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,15.98,24.93
0.24422338611976224,-0.3940272870167157,0.5615855139457251,-0.655453201372997,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,28.52,37.73
0.24422338611976224,-0.3940272870167157,0.5615855139457251,-0.655453201372997,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,29.9,31.27
0.24422338611976224,-0.3940272870167157,0.5615855139457251,-0.655453201372997,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,29.63,30.93
0.24422338611976224,-0.3940272870167157,0.5615855139457251,-0.655453201372997,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,28.75,39.44
-0.03939086872899371,-0.11589037853432844,2.2463420557829004,-1.1978972300954775,0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,24.77,29.79
-0.03939086872899371,-0.11589037853432844,2.2463420557829004,-1.1978972300954775,0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,23.93,29.68
-0.03939086872899371,-0.11589037853432844,2.2463420557829004,-1.1978972300954775,0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,24.77,29.79
-0.03939086872899371,-0.11589037853432844,2.2463420557829004,-1.1978972300954775,0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,23.93,29.4
-0.22846703862816437,0.1622465299480588,-1.6847565418371753,0.9718788847944444,-0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,6.07,10.9
-0.22846703862816437,0.1622465299480588,-1.6847565418371753,0.9718788847944444,-0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,6.05,11.19
-0.22846703862816437,0.1622465299480588,-1.6847565418371753,0.9718788847944444,-0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,6.01,10.94
-0.22846703862816437,0.1622465299480588,-1.6847565418371753,0.9718788847944444,-0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,6.04,11.17
-0.5120812934769203,0.44038343843044603,-1.1231710278914502,0.9718788847944444,-0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,6.37,11.27
-0.5120812934769203,0.44038343843044603,-1.1231710278914502,0.9718788847944444,-0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,6.4,11.72
-0.5120812934769203,0.44038343843044603,-1.1231710278914502,0.9718788847944444,-0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,6.366,11.29
-0.5120812934769203,0.44038343843044603,-1.1231710278914502,0.9718788847944444,-0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,6.4,11.67
-0.701157463376091,0.7185203469128333,-0.5615855139457251,0.9718788847944444,-0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,6.85,11.74
-0.701157463376091,0.7185203469128333,-0.5615855139457251,0.9718788847944444,-0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,6.79,12.05
-0.701157463376091,0.7185203469128333,-0.5615855139457251,0.9718788847944444,-0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,6.77,11.73
-0.701157463376091,0.7185203469128333,-0.5615855139457251,0.9718788847944444,-0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,6.81,11.93
-0.9847717182248459,0.9966572553952205,0.0,0.9718788847944444,-0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,7.18,12.4
-0.9847717182248459,0.9966572553952205,0.0,0.9718788847944444,-0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,7.1,12.23
-0.9847717182248459,0.9966572553952205,0.0,0.9718788847944444,-0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,7.1,12.4
-0.9847717182248459,0.9966572553952205,0.0,0.9718788847944444,-0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,7.1,12.14
-1.1738478881240164,1.2747941638776077,0.5615855139457251,0.9718788847944444,-0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,10.85,16.78
-1.1738478881240164,1.2747941638776077,0.5615855139457251,0.9718788847944444,-0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,10.54,16.8
-1.1738478881240164,1.2747941638776077,0.5615855139457251,0.9718788847944444,-0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,10.77,16.75
-1.1738478881240164,1.2747941638776077,0.5615855139457251,0.9718788847944444,-0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,10.56,16.67
-1.3629240580231872,1.552931072359995,1.1231710278914502,0.9718788847944444,-0.9993487462676214,-1.3407670379301544,-1.7593004778853447,-1.8133933878969266,8.6,12.07
-1.3629240580231872,1.552931072359995,1.1231710278914502,0.9718788847944444,-0.9993487462676214,-0.44692234597671815,-1.7593004778853447,-1.8133933878969266,8.49,12.22
-1.3629240580231872,1.552931072359995,1.1231710278914502,0.9718788847944444,-0.9993487462676214,0.44692234597671815,-1.7593004778853447,-1.8133933878969266,8.45,12.08
-1.3629240580231872,1.552931072359995,1.1231710278914502,0.9718788847944444,-0.9993487462676214,1.3407670379301544,-1.7593004778853447,-1.8133933878969266,8.5,12.04
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,-1.3407670379301544,-1.0086656073209308,-1.1686312944224637,24.58,26.47
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,-0.44692234597671815,-1.0086656073209308,-1.1686312944224637,24.63,26.37
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,0.44692234597671815,-1.0086656073209308,-1.1686312944224637,24.63,26.44
2.040447000161881,-1.784711829428652,-0.5615855139457251,-1.4691192444567178,0.9993487462676214,1.3407670379301544,-1.0086656073209308,-1.1686312944224637,24.59,26.29
